tite,open_store,establish_time,cooperation_time,area_requirement
潮泰牛肉火锅,直营,1992年,3-5年,200-500m²
湘鹅庄,直营,2004年,--,150-500m²
小鼓米线,直营,加盟,2015年,5-8年,100-200m²
好牛烧肉专门店,直营,2009年,3-5年,300-500m²
凤凰楼,直营,2001年,10-15年,4000-6000m²
维欣罗杰斯,直营,2003年,3-5年,80-150m²
可莉丝口,直营,1969年,2-3年,5-10m²
澳门豆捞,直营,2002年,3-5年,500-800m²
清潭洞,直营,2013年,1-3年,30-40m²
黑龙茶,直营,加盟,2009年,1-3年,20-50m²
甘思咪哚雲南风味艺术餐厅,直营,2015年,3-5年,450-600m²
乡水源火锅,直营,2005年,5-10年,300-800m²
新越盏,直营,2014年,1-3年,200-400m²
广粥城,直营,2012年,5-10年,260-300m²
来必堡,直营,加盟,1999年,3-5年,80-150m²
竹园村,直营,加盟,1990年,10-15年,1000-1500m²
惠人芳,加盟,1974年,3-5年,80-150m²
三佰瑞,直营,--,1-3年,30-60m²
王家老太锅盖面,直营,加盟,2007年,3-5年,60-120m²
六乃喜,直营,加盟,1997年,3-5年,100-200m²
咕噜咕噜,直营,加盟,1997年,3-5年,10-20m²
韩宫宴,直营,加盟,2011年,3-5年,200-400m²
多嘴超级肉蟹煲,直营,加盟,2015年,3-5年,200-260m²
水之惠,直营,--,--,--
正负两度C,直营,2011年,1-3年,30-50m²
守柴炉烤鸭,直营,加盟,2011年,3-5年,250-400m²
桂小厨,直营,2002年,3-5年,200-300m²
猫窝咖啡,加盟,1998年,3-5年,100-200m²
渝九老灶,直营,加盟,2012年,5-10年,300-500m²
超级牛扒,直营,2005年,5-8年,400-800m²
湘里人家,直营,加盟,2003年,3-5年,300-600m²
吴抄手,直营,加盟,2007年,2-5年,50-100m²
赖汤圆,直营,加盟,1894年,4-5年,200-500m²
满园春饼,直营,加盟,2008年,3-5年,300-600m²
老坑记,直营,2011年,5-10年,200-400m²
渝乡辣婆婆,直营,2001年,3-5年,150-500m²
初味紫砂烤梨,直营,加盟,2014年,1-10年,12-30m²
武大郎,直营,加盟,2009年,3-5年,25-50m²
江南味道,直营,--,3-5年,200-600m²
g9分子冰淇淋,直营,2012年,1-3年,20-40m²
桂桂茶 Guguicha,直营,加盟,2011年,1-3年,15-50m²
老友记,直营,2014年,5-8年,1800-3000m²
海银海记,加盟,直营,2002年,5-8年,200-450m²
钢管厂五区小郡肝串串香,直营,加盟,1987年,1-3年,200-400m²
五代同糖,直营,2013年,1-3年,30-50m²
局气,直营,2014年,3-5年,300-500m²
乐迪兹比萨,直营,2003年,1-3年,200-500m²
鱼豆吉,直营,2011年,5-10年,600-700m²
百辣归川,直营,2015年,3-5年,350-450m²
集渔·泰式海鲜火锅,直营,加盟,1998年,3-5年,300-500m²
乐意坊,直营,2010年,3-5年,200-400m²
陈鹏鹏潮汕菜,直营,2016年,3-5年,150-300m²
蛙喔,直营,加盟,2016年,5-10年,220-280m²
沪上阿姨,直营,加盟,2013年,1-3年,20-80m²
盛百味,直营,1995年,3-10年,800-1000m²
三只耳火锅,直营,加盟,1998年,5-8年,400-600m²
炎太的烧肉,直营,加盟,2012年,4-8年,100-150m²
炭路者,直营,2010年,3-5年,100-120m²
尹赖仕鸡脚王,直营,加盟,1991年,1-3年,30-300m²
花隐日式怀石料理,直营,2013年,5-8年,300-500m²
田老师红烧肉,直营,加盟,2003年,3-5年,60-120m²
椒艳时光,直营,2009年,1-3年,200-300m²
一心一客,直营,2002年,3-5年,50-100m²
老台门,直营,2004年,2-3年,10-20m²
觅思特铁板鸡,直营,2012年,5-10年,80-150m²
名人名家,直营,1999年,5-10年,600-1200m²
熊猫星厨,直营,2016年,5-10年,200-1000m²
许府牛,直营,加盟,2004年,5-8年,350-500m²
面包路,直营,2013年,3-5年,30-80m²
巴黎天使,直营,加盟,2013年,3-5年,50-80m²
苏客,直营,2005年,5-8年,150-200m²
振鼎鸡,直营,1996年,8-10年,200-300m²
吴江路生煎,直营,加盟,1996年,1-3年,200-300m²
北平楼,直营,1998年,3-5年,500-800m²
旺顺阁,直营,1999年,8-10年,500-800m²
小黄鸭茶楼,直营,2017年,5-8年,150-300m²
悦咖啡,直营,2013年,5-8年,100-200m²
权味石锅拌饭,直营,加盟,2008年,3-5年,80-150m²
可莎蜜儿,直营,2012年,5-8年,100-120m²
人民公社,直营,加盟,1996年,3-5年,200-400m²
严厨老坛酸菜鱼,直营,加盟,2014年,1-5年,180-300m²
宝寿司,直营,加盟,2009年,3-5年,100-300m²
汉堡小子,直营,加盟,1998年,3-5年,30-90m²
龙记斑鱼庄,直营,加盟,2006年,1-5年,200-400m²
awfully chocolate,直营,1998年,3-5年,100-200m²
站亭,直营,加盟,2010年,1-3年,20-50m²
派丽蒙,直营,加盟,代理,1992年,1-3年,50-100m²
百泰首饰,直营,加盟,代理,2008年,1-3年,30-60m²
波涛眼镜,直营,1994年,5-10年,30-150m²
UONO,直营,加盟,代理,2018年,3-5年,150-200m²
雪歌,直营,加盟,代理,1997年,1-3年,50-100m²
PROSILU,直营,加盟,代理,2000年,1-3年,50-100m²
林氏木业家具o2o体验馆,直营,加盟,代理,2007年,5-10年,500-1000m²
迈雅,直营,加盟,代理,1960年,1-3年,50-100m²
力动康体,直营,2005年,3-10年,100-300m²
棉元素,直营,加盟,代理,2003年,1-5年,10-20m²
自在时光,直营,加盟,代理,1998年,1-3年,80-150m²
FUN,直营,加盟,代理,1985年,3-5年,120-180m²
ALTFINEISM,直营,加盟,代理,2006年,3-5年,80-120m²
V21,直营,加盟,代理,2012年,2-3年,50-120m²
海伦凯勒,直营,2009年,3-5年,30-100m²
Easy家乐福,直营,2014年,5-8年,100-150m²
海澜优选生活馆,直营,2017年,2-5年,500-600m²
HAY,直营,2002年,3-5年,200-350m²
ROCKPORT,直营,加盟,代理,1971年,3-5年,30-80m²
Vskonne,直营,1982年,1-3年,50-80m²
歆艾,直营,加盟,代理,2009年,1-3年,60-120m²
契意坊,直营,加盟,代理,2015年,1-3年,30-80m²
民乐福,直营,1999年,10-15年,10000-12000m²
菀草壹,直营,加盟,代理,2008年,3-5年,80-150m²
摩登红人,直营,1898年,3-5年,20-60m²
祥隆泰超市,直营,2001年,10-15年,5000-8000m²
WHOUS,直营,2014年,3-5年,200-300m²
阿尤,直营,加盟,代理,1996年,1-3年,80-150m²
H'S,直营,加盟,代理,2009年,1-3年,120-150m²
WSFM,直营,加盟,代理,2002年,2-5年,50-100m²
吴良材眼镜,直营,加盟,1806年,2-3年,100-150m²
迪图,直营,加盟,代理,2002年,1-3年,50-100m²
爱恋珠宝,直营,加盟,代理,2007年,3-5年,80-100m²
欧派,直营,加盟,代理,1994年,3-5年,500-1000m²
ROSE CROWN,加盟,直营,代理,2012年,3-5年,30-80m²
三联家纺,直营,加盟,代理,1996年,3-5年,30-200m²
卓卡,直营,2006年,3-5年,80-120m²
眼镜直通车超市,直营,加盟,代理,2005年,3-5年,15-100m²
MYMO,直营,加盟,代理,2003年,3-5年,80-150m²
丽登雅,直营,加盟,2003年,1-3年,50-150m²
方太柏厨,直营,加盟,代理,1996年,3-5年,80-200m²
Bravo YH,直营,2010年,10-20年,3000-10000m²
BANXIAOXUE,直营,2012年,3-5年,100-200m²
今生金饰,直营,加盟,1995年,1-3年,15-30m²
Fjallraven,直营,加盟,代理,1960年,3-5年,80-150m²
太平鸟女装,直营,加盟,代理,1997年,3-5年,100-400m²
卞氏菜根香,直营,1998年,1-5年,400-600m²
圣马可意大利西餐厅,直营,2015年,3-5年,250-350m²
奇拉朵,直营,2011年,3-5年,30-60m²
朕之味,直营,2001年,8-10年,350-400m²
星怡会,直营,2012年,3-5年,250-350m²
面包和茶,直营,加盟,2015年,3-5年,80-150m²
九鼎轩,直营,加盟,2011年,3-5年,300-500m²
事外居酒屋,直营,加盟,2016年,5-8年,450-600m²
茶物语,直营,加盟,2008年,1-2年,10-20m²
管氏翅吧,直营,2006年,3-5年,300-500m²
侨美食家,直营,1985年,3-8年,300-500m²
野上麦田,直营,加盟,2015年,3-5年,60-120m²
潮牛日记,直营,加盟,2013年,1-3年,200-400m²
锦江悦,直营,2014年,5-10年,300-500m²
粥全粥到,直营,2002年,3-5年,200-300m²
老外婆,直营,2014年,3-5年,800-1000m²
新白鹿,直营,1998年,3-5年,250-350m²
森林雨火锅,直营,加盟,2003年,5-10年,300-500m²
金汤玉线,直营,2007年,3-5年,150-200m²
薄太后凉皮,直营,加盟,2010年,3-5年,80-120m²
遇见湘,直营,2007年,5-10年,350-600m²
鲜道寿司,直营,加盟,2009年,3-5年,30-60m²
探炉,直营,加盟,2013年,5-8年,260-300m²
滋奇火锅,直营,加盟,2001年,3-5年,300-500m²
弥茶,直营,加盟,2016年,5-10年,20-80m²
寻鹅记,直营,2014年,5-8年,200-250m²
山顶沙河粉,直营,2000年,1-3年,30-90m²
Rotiboy,直营,1998年,1-3年,25-50m²
美丽心情,直营,2004年,3-5年,30-60m²
吴铭火锅,加盟,2003年,1-5年,200-500m²
果燃掂,直营,加盟,2005年,1-3年,40-80m²
汤上工夫,直营,2011年,8-10年,200-300m²
加减茶饮,直营,加盟,2010年,1-3年,10-20m²
哥老官重庆美蛙鱼头,直营,2014年,3-5年,300-500m²
川城,直营,加盟,2003年,3-5年,250-350m²
狮头牌卤味研究所,直营,2016年,1-3年,60-100m²
惹火烤肉,直营,加盟,2005年,5-10年,100-200m²
青豆家,直营,加盟,2008年,1-3年,20-40m²
佬麻雀,直营,2017年,5-8年,350-600m²
德志生煎,直营,加盟,2002年,3-5年,80-150m²
皇冠幸福里,直营,1993年,1-3年,80-150m²
岸香咖啡,直营,加盟,2008年,5-8年,300-500m²
去茶去,直营,加盟,2005年,3-5年,500-800m²
质馆咖啡,直营,加盟,2011年,3-5年,20-30m²
玛丽莲甜品,直营,加盟,2003年,3-5年,50-100m²
鲜汁多,直营,2013年,1-3年,20-40m²
马迭尔1906,直营,加盟,1906年,3-5年,15-30m²
全上品,直营,2006年,3-5年,80-200m²
湘炉小馆,直营,加盟,2014年,3-5年,200-300m²
天家,直营,1986年,3-5年,250-500m²
苗乡楼,直营,2004年,5-8年,300-350m²
A咖时尚饮品,直营,加盟,2009年,1-3年,20-50m²
红跑车,直营,1998年,5-8年,100-300m²
冰城串吧,直营,加盟,2004年,5-8年,400-600m²
胖子肉蟹煲,直营,加盟,2013年,3-5年,50-150m²
寻蟹记蟹煲王,加盟,直营,2015年,3-8年,150-300m²
开心丽果,直营,2012年,3-5年,15-30m²
若可甜品,直营,加盟,2010年,3-5年,50-100m²
火舞铁板烧,直营,2002年,5-8年,150-300m²
阿甘锅盔,直营,加盟,2014年,3-5年,10-30m²
EGOU,直营,加盟,代理,2007年,2-3年,100-300m²
联盛超市,直营,2007年,10-15年,2000-3000m²
爱迪尔珠宝,直营,加盟,代理,2002年,2-5年,20-120m²
kipling,直营,1987年,1-3年,50-100m²
奢殿,直营,2012年,1-3年,100-300m²
菜百首饰,直营,加盟,1956年,3-5年,60-300m²
东方眼镜,直营,加盟,代理,1988年,3-5年,40-100m²
优衣集品,直营,2016年,1-3年,50-200m²
蔓哈顿,直营,加盟,代理,1989年,3-5年,80-120m²
建玛特,直营,加盟,1997年,15-20年,10000-100000m²
FUNLINK,直营,2016年,3-5年,300-500m²
sheme,直营,1998年,3-5年,80-150m²
阿好坊,直营,加盟,代理,2002年,1-3年,40-80m²
墨格,直营,2016年,1-3年,80-160m²
赛诺,直营,加盟,2000年,1-3年,100-200m²
维多利·保罗,直营,加盟,代理,--,3-5年,60-120m²
诺丁山,直营,2001年,3-5年,80-150m²
欧度,直营,加盟,代理,1998年,3-5年,150-400m²
Helen Moda,直营,加盟,代理,2003年,1-3年,60-120m²
宝亨达,直营,加盟,代理,1989年,3-5年,50-80m²
GANT,直营,1949年,3-5年,80-150m²
B.TBOY,直营,加盟,代理,1998年,1-5年,50-100m²
tutuanna,直营,加盟,代理,1973年,3-5年,60-120m²
MARC ROZIER,直营,1890年,1-3年,50-100m²
bossini,直营,加盟,代理,1987年,3-5年,80-120m²
古今,直营,加盟,代理,1988年,2-3年,40-80m²
ORIGIN,直营,加盟,代理,2001年,3-5年,80-120m²
ZOCAI,直营,加盟,代理,2004年,2-3年,40-80m²
CAESAR,直营,加盟,代理,1898年,1-3年,50-100m²
L&G,直营,2011年,1-5年,80-150m²
PUMA,直营,加盟,代理,1948年,3-5年,60-120m²
仙绿晶,直营,1997年,1-3年,100-300m²
alexanderwang,直营,2005年,3-5年,100-200m²
鲁宾汉,直营,加盟,代理,2000年,1-5年,50-100m²
远梦,直营,加盟,代理,1995年,3-5年,80-200m²
Wrangler,直营,加盟,代理,1904年,1-3年,50-100m²
BYFORD,直营,加盟,代理,1919年,1-5年,40-50m²
喜盈门建材家居广场,直营,加盟,1997年,10-15年,50000-150000m²
FELLALA,直营,加盟,代理,2010年,1-3年,15-30m²
Lightness,直营,加盟,代理,1973年,1-3年,50-100m²
WACOAL,直营,加盟,代理,1949年,1-3年,40-80m²
乔治白,直营,加盟,代理,1995年,1-5年,60-120m²
PALONGACO,直营,加盟,代理,1818年,1-3年,50-100m²
万宝路,直营,加盟,代理,1987年,2-3年,50-100m²
FORD,直营,2012年,1-3年,50-100m²
雅狮威,直营,1987年,1-3年,80-200m²
CK Jeans,直营,加盟,代理,1979年,3-5年,100-150m²
BABY MARY,直营,加盟,代理,2003年,3-5年,100-150m²
特斯拉体验店,直营,2003年,1-3年,150-300m²
中天百货,直营,2002年,15-20年,5000-20000m²
LANVIN,直营,1889年,3-5年,80-150m²
欧尼迩,直营,加盟,代理,1996年,3-5年,80-100m²
Davidoff,直营,1980年,3-5年,50-60m²
阿努比斯,直营,加盟,代理,2000年,3-5年,50-80m²
意澳,直营,加盟,2009年,3-5年,80-120m²
NORTHLAND,直营,1973年,3-5年,60-180m²
万丰国际珠宝,直营,加盟,代理,2008年,1-3年,15-30m²
迪莱克丝,直营,加盟,1959年,1-3年,50-100m²
KILOMETERS,直营,加盟,2014年,3-5年,200-300m²
Hana Mokuba,直营,加盟,代理,1991年,1-3年,50-100m²
荟萃楼珠宝,直营,加盟,代理,2007年,3-5年,60-150m²
TASAKI,直营,1954年,3-5年,30-50m²
维意定制,直营,加盟,2003年,1-3年,150-300m²
Saslax,直营,加盟,代理,2005年,1-3年,60-120m²
ZAIN,直营,加盟,代理,2006年,1-5年,80-150m²
藏式秘汁烤鱼,直营,2004年,3-5年,250-350m²
雍和会,直营,加盟,2013年,5-8年,800-1500m²
源本清茶,直营,2010年,3-5年,150-180m²
劝业场,直营,1928年,15-20年,15000-30000m²
梵廷法式铁板烧,直营,加盟,2015年,3-5年,300-500m²
探蟹·肉蟹煲,直营,加盟,2016年,5-8年,250-350m²
臻好时冻酸奶,直营,加盟,2009年,3-5年,30-60m²
云贵印象,直营,2013年,3-5年,50-80m²
馋猫美式炭火餐厅,直营,2014年,3-5年,300-500m²
新兴家喻酒家,直营,1984年,5-10年,3000-5000m²
可味美食城,直营,2006年,3-8年,600-5000m²
味国厨房,直营,2010年,10-15年,1000-2000m²
沁园蛋糕,直营,1989年,3-5年,30-90m²
川成元麻辣香锅,直营,2004年,3-10年,150-300m²
一鸣真鲜奶吧,直营,加盟,2002年,3-5年,60-120m²
姑姑宴,直营,2008年,3-5年,100-200m²
杨小贤,直营,2012年,3-5年,40-80m²
鼎盛轩上海汤包馆,直营,加盟,2013年,3-5年,100-200m²
重庆巴将军火锅,直营,加盟,1998年,3-5年,300-500m²
百春原,直营,加盟,2011年,5-8年,120-150m²
大龙燚火锅,直营,加盟,2013年,5-8年,400-800m²
张亮麻辣烫,直营,加盟,2008年,3-5年,50-100m²
食尚坊,直营,2007年,5-8年,2000-3000m²
玛尚诺,直营,1965年,3-5年,200-250m²
嘉和一品,直营,2013年,3-5年,150-300m²
无敌家,直营,2009年,4-8年,80-150m²
巫山烤全鱼,直营,2010年,1-5年,50-100m²
新饭碗,直营,加盟,2001年,3-5年,80-150m²
九田家,直营,加盟,2015年,3-5年,220-350m²
金桂皇朝,直营,2014年,5-10年,600-800m²
超级鸡车,直营,1997年,1-3年,25-50m²
莱得快,加盟,2005年,3-5年,35-80m²
过锅瘾三汁焖锅,直营,加盟,2007年,3-5年,150-300m²
陕十三肉夹馍,直营,2013年,3-5年,100-300m²
Bunny Drop,直营,加盟,2005年,3-5年,100-250m²
楼兰古丽,直营,2014年,3-5年,300-500m²
安德鲁森,直营,1997年,3-5年,50-100m²
一芳水果茶,直营,加盟,2016年,1-3年,25-70m²
陶陶居,直营,1880年,5-8年,300-600m²
经典世家牛排,直营,2009年,5-10年,350-500m²
澳泽烘焙,直营,加盟,2004年,3-5年,60-120m²
小乔豆腐,直营,加盟,2005年,3-5年,200-400m²
好人民间小吃,直营,2001年,3-5年,100-150m²
香榭丽舍,直营,加盟,2006年,3-5年,80-150m²
R&B珍奶会所,直营,加盟,2006年,3-5年,20-50m²
辣芙蓉三汁焖锅,直营,加盟,2013年,3-5年,300-500m²
那家小馆,直营,加盟,2004年,3-5年,200-400m²
袁记肉夹馍,直营,加盟,1976年,5-10年,100-250m²
知喜多,直营,2012年,3-5年,300-500m²
湘拉拉,直营,加盟,2003年,6-8年,350-600m²
冰雪怪,直营,2014年,1-3年,10-20m²
寿司皇,直营,2002年,3-5年,300-400m²
潜水艇,直营,加盟,2010年,1-3年,8-15m²
刘福记桂林米粉,直营,2000年,3-5年,50-100m²
U鼎冒菜,直营,2011年,3-10年,70-100m²
小城渔家,直营,加盟,2013年,5-8年,200-500m²
泰靓,直营,2014年,3-5年,300-500m²
杨排风自助烤肉,--,2013年,3-5年,200-400m²
甘其食,直营,加盟,2009年,3-5年,20-50m²
真熙家,直营,2008年,5-8年,150-180m²
莉莲饼屋,直营,1989年,1-3年,30-80m²
旗鼓村米线,直营,加盟,1998年,3-5年,80-200m²
渝信川菜,直营,1993年,3-5年,200-500m²
春风十里音乐餐吧,直营,加盟,2016年,3-5年,450-700m²
尚品宫,直营,加盟,2013年,3-5年,300-800m²
张氏宽窄巷,直营,2007年,3-5年,100-250m²
爱咪欧冻酸奶,直营,加盟,2012年,1-3年,20-80m²
胜冠骨味坊,直营,2009年,3-5年,300-500m²
东方红·老坛剁椒鱼头,直营,1998年,3-5年,150-300m²
EXR,直营,2001年,1-3年,80-120m²
英玉活力.石锅拌饭,直营,加盟,2007年,3-5年,200-300m²
好邻居,直营,1997年,5-10年,40-100m²
SM百货,直营,1985年,10-15年,20000-30000m²
ONIARAI,直营,1998年,1-3年,80-120m²
因为,--,2003年,2-3年,80-150m²
Linea Rosa,直营,2011年,1-3年,80-100m²
永乐生活电器,直营,1996年,10-15年,3000-5000m²
易菲,直营,加盟,代理,2003年,1-3年,60-120m²
商社电器,直营,2002年,15-20年,3000-6000m²
MOFAN,直营,加盟,代理,2008年,1-3年,80-150m²
城市衣柜,直营,加盟,代理,2008年,3-5年,60-100m²
LITTLE B,直营,2018年,3-5年,100-200m²
渔,直营,加盟,代理,1997年,3-5年,80-120m²
I+NOW,直营,2000年,1-3年,40-80m²
秀黛,直营,加盟,代理,2006年,1-3年,50-100m²
AIKE,直营,加盟,代理,2009年,3-5年,100-150m²
Calvin Klein,直营,加盟,代理,1968年,3-5年,80-120m²
I'HAPPY,直营,加盟,代理,2002年,1-3年,60-120m²
Fed,直营,加盟,1984年,3-5年,50-100m²
RABEANCO,直营,1990年,3-5年,50-100m²
金鑫珠宝,直营,加盟,代理,1997年,3-5年,20-40m²
和合玉器,直营,1996年,3-5年,50-100m²
艺家琴行,直营,2003年,5-8年,200-300m²
JARLL,直营,加盟,代理,2006年,3-5年,30-80m²
OBBLIGATO,直营,加盟,代理,2011年,1-3年,120-150m²
uchino,直营,加盟,代理,1947年,3-8年,50-80m²
Y'RC,直营,加盟,代理,2013年,3-5年,120-150m²
miu miu,直营,1993年,3-5年,200-500m²
美丽衣橱,直营,加盟,代理,2011年,1-3年,60-120m²
优宿优品,直营,加盟,代理,2013年,3-5年,80-150m²
葵,直营,2003年,1-3年,40-80m²
精益眼镜,直营,加盟,代理,1911年,3-5年,60-150m²
真我永恒,直营,加盟,代理,2002年,1-3年,50-100m²
惠友超市,直营,1994年,10-20年,2000-50000m²
欧迪芬,直营,加盟,代理,1993年,1-3年,30-60m²
唐久便利,直营,1996年,1-3年,50-100m²
N-one,直营,2016年,3-5年,100-120m²
Bobbi Brown,直营,1991年,1-3年,50-100m²
KBNE,直营,加盟,代理,2010年,1-3年,80-120m²
MeierMei,直营,1991年,1-3年,50-100m²
VOV,直营,1997年,1-3年,80-120m²
VEVEA,直营,2006年,1-3年,60-100m²
美丽小铺,直营,加盟,代理,1989年,1-3年,40-80m²
LONSDALE,直营,加盟,代理,1960年,1-3年,50-100m²
